dep_id,url,mrds_id,mas_id,site_name,latitude,longitude,region,country,state,county,com_type,commod1,commod2,commod3,oper_type,dep_type,prod_size,dev_stat,ore,gangue,other_matl,orebody_fm,work_type,model,alteration,conc_proc,names,ore_ctrl,reporter,hrock_unit,hrock_type,arock_unit,arock_type,structure,tectonic,ref,yfp_ba,yr_fst_prd,ylp_ba,yr_lst_prd,dy_ba,disc_yr,prod_yrs,discr,score
10003832,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003832",AD00171,,Adilabad,22.88286,79.61656,AS,India,,,M,Manganese,,,Unknown,,N,Occurrence,"Birnessite, Braunite, Pyrolusite, Todorokite",Quartz,,STRATIFORM,,,Oxidation,Metamorphism,,,"Pracejus, Bernard.M.",Penganga,"Shale,Limestone,Chert",,,,,"RAO, KRISHNA, 1984.  PETROGENESIS OF MANGANESE ORES OF AIDHRA PRADESH.  SPECIAL PUBLICATION, GEOLOGICAL SURVEY OF INDIA, 12: 593-602",,,,,,,,,C
10003833,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003833",AD00173,,Amatola,21.76615,80.11701,AS,India,"Madhya Pradesh",,M,Manganese,,,Unknown,,N,Occurrence,,,,,,,,,,,"Pracejus, Bernard.M.",,,,,,,"SHUKLA, K.D. AND ANANDALWAR, M.A., 1973.  THE GEOLOGY AND MANGANESE ORE DEPOSITS OF THE BALAGHAT UKWA AREA, BALAGHAT DISTRICT, MADHYA PRADESH.  BULLETIN OF THE GEOLOGICAL SURVEY OF INDIA, SERIES A, 22/7 : 1-65",,,,,,,,,D
10003834,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003834",AD00175,,Banjari,21.8828,80.31701,AS,India,"Madhya Pradesh",,M,Manganese,,,Unknown,,N,Occurrence,,,,,,,,,,,"Pracejus, Bernard.M.",,,,,,,"SHUKLA, K.D. AND ANANDALWAR, M.A., 1973.  THE GEOLOGY AND MANGANESE ORE DEPOSITS OF THE BALAGHAT UKWA AREA, BALAGHAT DISTRICT, MADHYA PRADESH.  BULLETIN OF THE GEOLOGICAL SURVEY OF INDIA, SERIES A,  22/7 : 1-65",,,,,,,,,D
10003835,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003835",AD00176,,Banjartola,21.95779,80.27534,AS,India,"Madhya Pradesh",,M,Manganese,,,Unknown,,M,"Past Producer","Braunite, Pyrolusite",,,STRATIFORM,,,,"Metamorphism, Oxidation",Jagantola,,"Pracejus, Bernard.M.",,"Quartzite,Schist",,,,,"SHUKLA, K.D. AND ANANDALWAR, M.A., 1973.  THE GEOLOGY AND MANGANESE ORE DEPOSITS OF THE BALAGHAT UKWA AREA, BALAGHAT DISTRICT, MADHYA PRADESH.  BULLETIN OF THE GEOLOGICAL SURVEY OF INDIA, SERIES A, 22/7 : 1-65",,,,,,1888,,"Geological Survey Of India",D
10003836,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003836",AD00177,,Barbaspur,21.79947,80.10867,AS,India,"Madhya Pradesh",,M,Manganese,,,Unknown,,N,Occurrence,,,,,,,,,,,"Pracejus, Bernard.M.",,,,,,,"SHUKLA, K.D. AND ANANDALWAR, M.A., 1973.  THE GEOLOGY AND MANGANESE ORE DEPOSITS OF THE BALAGHAT UKWA AREA, BALAGHAT DISTRICT, MADHYA PRADESH.  BULLETIN  OF THE GEOLOGICAL SURVEY OF INDIA, SERIES A, 22/7 : 1-65",,,,,,,,,D
10003837,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003837",AD00179,,Bharweli,21.81614,80.18367,AS,India,"Madhya Pradesh",,M,Manganese,,,Unknown,,L,"Past Producer",Hollandite,Quartz,,STRATIFORM,,,,"Metamorphism, Oxidation",Balaghat,,"Pracejus, Bernard.M.",,"Quartzite,Phyllite",,,"Two Sets Of Folds; S 35 W And N 70 W",,"SHUKLA, K.D. AND ANANDALWAR, M.A., 1973.  THE GEOLOGY AND MANGANESE ORE DEPOSITS OF THE BALAGHAT-UKWA AREA, BALAGHAT DISTRICT, MADHYA PRADESH.  BULLETINS OF THE GEOLOGICAL SURVEY OF INDIA, SERIES A, 22/7 : 41-51",,,,,,,,,C
10003838,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003838",AD00180,,Bharweli,21.8328,80.23367,AS,India,"Madhya Pradesh",,M,Manganese,,,Unknown,,N,Occurrence,,,,,,,,,,,"Pracejus, Bernard.M.",,,,,,,"SHUKLA, K.D. AND ANANDALWAR, M.A., 1973.  THE GEOLOGY AND MANGANESE ORE DEPOSITS OF THE BALAGHAT UKWA AREA, BALAGHAT DISTRICT, MADHYA PRADESH.  BULLETIN OF THE GEOLOGICAL SURVEY OF INDIA, SERIES A, 22/7 : 1-65",,,,,,,,,D
10003839,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003839",AD00182,,Bijora,21.97446,80.38367,AS,India,"Madhya Pradesh",,M,Manganese,,,Unknown,,N,Occurrence,,,,,,,,,,,"Pracejus, Bernard.M.",,,,,,,"SHUKLA, K.D. AND ANANDALWAR, M.A., 1973.  THE GEOLOGY AND MANGANESE ORE DEPOSITS OF THE BALAGHAT UKWA AREA, BALAGHAT DISTRICT, MADHYA PRADESH.  BULLETIN OF THE GEOLOGICAL SURVEY OF INDIA, SERIES A, 22/7 : 1-65",,,,,,,,,D
10003840,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003840",AD00183,,Birsola,21.87447,80.11701,AS,India,"Madhya Pradesh",,M,Manganese,,,Unknown,,N,Occurrence,,,,,,,,,,,"Pracejus, Bernard.M.",,,,,,,"SHUKLA, K.D. AND ANANDALWAR, M.A., 1973.  THE GEOLOGY AND MANGANESE ORE DEPOSITS OF THE BALAGHAT UKWA AREA, BALAGHAT DISTRICT, MADHYA PRADESH.  BULLETIN OF THE GEOLOGICAL SURVEY OF INDIA, SERIES A, 22/7 : 1-65",,,,,,,,,D
10003841,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003841",AD00184,,Cavarem,15.1251,74.14215,AS,India,,,M,Manganese,,,Unknown,,S,Producer,"Braunite, Jacobsite, Manganite, Pyrolusite","Goethite, Quartz, Sericite",,"BOULDERS AT SURFACE, CONCRETIONS, LENSES, POCKETS",,,Oxidation,"Supergene Alteration (Lateritization)",,"Crest Of Anticlines","Pracejus, Bernard.M.","Dharwar Supergroup",Phyllite,,"Diorite,Gabbro,Mafic Metamorphic Rock,Gneiss","Large Area Of Shear Zones (About 50 Km Long, About 20 Km Wide)","Indian Peninsular Shield","DESSAI, A.G., 1985.  AN APPRAISAL OF THE MANGANESE ORE DEPOSITS OF GOA, INDIA.  PROC. INDIAN NATN. SCI. ACAD, 51/A/6 : 1021-1032.DESSAI, A.G. AND DESHPANDE, G.G., 1980.  MINERALOGY AND PARAGENESIS OF THE MANGANESE ORE DEPOSITS OF SANGUEM DISTRICT, GOA, INDIA.  RECENT RES. GEOL., 6 : 471-483.",,,,,,,,,C
10003842,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003842",AD00186,,Chiklajhori,21.94946,80.40033,AS,India,"Madhya Pradesh",,M,Manganese,,,Unknown,,N,Occurrence,,,,,,,,,,,"Pracejus, Bernard.M.",,,,,,,"SHUKLA, K.D. AND ANANDALWAR, M.A., 1973.  THE GEOLOGY AND MANGANESE ORE DEPOSITS OF THE BALAGHAT UKWA AREA, BALAGHAT DISTRICT, MADHYA PRADESH.  BULLETIN OF THE GEOLOGICAL SURVEY OF INDIA, SERIES A, 22/7 : 1-65",,,,,,,,,D
10003843,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003843",AD00188,,Dhapewata,21.89114,80.19201,AS,India,"Madhya Pradesh",,M,Manganese,,,Unknown,,N,Occurrence,,,,,,,,,,,"Pracejus, Bernard.M.",,,,,,,"SHUKLA, K.D. AND ANANDALWAR, M.A., 1973.  THE GEOLOGY AND MANGANESE ORE DEPOSITS OF THE BALAGHAT-UKWA AREA, BALAGHAT DISTRICT, MADHYA PRADESH.  BULLETIN OF THE GEOLOGICAL SURVEY OF INDIA, SERIES A, 22/7 : 1-65",,,,,,,,,D
10003844,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003844",AD00189,,Dongargaon,21.71615,80.08367,AS,India,"Madhya Pradesh",,M,Manganese,,,Unknown,,N,Occurrence,,,,,,,,,,,"Pracejus, Bernard.M.",,,,,,,"SHUKLA, K.D. AND ANANDALWAR, M.A., 1973.  THE GEOLOGY AND MANGANESE ORE DEPOSITS OF THE BALAGHAT-UKWA AREA, BALAGHAT DISTRICT, MADHYA PRADESH.  BULLETIN OF THE GEOLOGICAL SURVEY OF INDIA, SERIES A, 22/7 : 1-65",,,,,,,,,D
10003845,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003845",AD00191,,Enkatola,21.36618,80.16701,AS,India,"Madhya Pradesh",,M,Manganese,,,Unknown,,N,Occurrence,,,,,,,,,,,"Pracejus, Bernard.M.",,,,,,,"SHUKLA, K.D. AND ANANDALWAR, M.A., 1973.  THE GEOLOGY AND MANGANESE-ORE DEPOSITS OF THE BALAGHAT-UKWA AREA, BALAGHAT DISTRICT, MADHYA PRADESH.  BULLETIN OF THE GEOLOGICAL SURVEY OF INDIA, SERIES A, 22/7 : 1-6",,,,,,,,,D
10003846,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003846",AD00193,,Garbham,16.60541,79.58501,AS,India,"Andhra Pradesh",,M,Manganese,,,Unknown,,N,Occurrence,"Bixbyite, Braunite, Pyrolusite","Garnet, Goethite, Quartz",,STRATIFORM,,,"Supergene, Oxidation","Metamorphism, Oxidation",,,"Pracejus, Bernard.M.",,Quartzite,,,,,"SIVAPRAKASH, C., 1980.  MINERALOGY OF MANGANESE DEPOSITS OF KODURU AND GARBHAM, ANDHRA PRADESH.  ECONOMIC GEOLOGY, 75 : 1083-1104",,,,,,,,,C
10003847,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003847",AD00195,,Ghondi,21.91613,80.417,AS,India,"Madhya Pradesh",,M,Manganese,,,Unknown,,M,"Past Producer","Braunite, Pyrolusite",,,STRATIFORM,,,,"Metamorphism, Oxidation",,,"Pracejus, Bernard.M.",,"Quartzite,Schist",,,,,"SHUKLA, K.D. AND ANANDALWAR, M.A., 1973.  THE GEOLOGY AND MANGANESE-ORE DEPOSITS OF THE BALAGHAT-UKWA AREA, BALAGHAT DISTRICT, MADHYA PRADESH.  BULLETIN OF THE GEOLOGICAL SURVEY OF INDIA, SERIES A, 22/7 : 1-65",,,,,,1888,,"Lala Kishen Chand, Geological Survey Of India",D
10003848,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003848",AD00196,,Gongalpara,21.89946,80.30034,AS,India,"Madhya Pradesh",,M,Manganese,,,Unknown,,N,Occurrence,,,,,,,,,,,"Pracejus, Bernard.M.",,,,,,,"SHUKLA, K.D. AND ANANDALWAR, M.A., 1973.  THE GEOLOGY AND MANGANESE-ORE DEPOSITS OF THE BALAGHAT-UKWA AREA, BALAGHAT DISTRICT, MADHYA PRADESH.  BULLETIN OF THE GEOLOGICAL SURVEY OF INDIA, SERIES A, 22/7 : 1-65",,,,,,,,,D
10003849,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003849",AD00198,,"Gulla Hurki",21.87864,79.99202,AS,India,"Madhya Pradesh",,M,Manganese,,,Unknown,,N,Occurrence,"Psilomelane, Rhodonite",,,,,,"Minor Supergene Oxidation",Metamorphism,,,"Pracejus, Bernard.M.",,Quartzite,,Pegmatite,"Ore Occur Around Domal Structure Of Tirodi Gneiss, Isoclinally Folded Along E-W Axis",,"PALANISAMY, V. AND MULAY, V.V., 1985.  REVIEW OF GEOLOGY AND STRUCTURE OF RAMARMA-NETRA MANGANESE BELT AND ITS ECONOMIC IMPLICATIONS, BALAGHAT DISTRICT, MADHYA PRADESH.  RECORDS OF THE GEOLOGICAL SURVEY OF INDIA, 114/6 : 8-17ROY, S., 1980.  MANGANESE ORE DEPOSITS OF INDIA.  IN: GEOLOGY AND GEOCHEMISTRY OF MANGANESE.  I.M. VARENTSOV AND GY. GRASSELLY (EDS), 2 : 237-264",,,,,,,,,C
10003850,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003850",AD00199,,Hirapur,21.84947,80.24201,AS,India,"Madhya Pradesh",,M,Manganese,,,Unknown,,N,Occurrence,,,,,,,,,,,"Pracejus, Bernard.M.",,,,,,,"SHUKLA, K.D. AND ANANDALWAR, M.A., 1973.  THE GEOLOGY AND MANGANESE-ORE DEPOSITS OF THE BALAGHAT-UKWA AREA, BALAGHAT DISTRICT, MADHYA PRADESH.  BULLETIN OF THE GEOLOGICAL SURVEY OF INDIA, SERIES A, 22/7 : 1-65",,,,,,,,,D
10003851,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003851",AD00201,,Jaitpuri,22.01612,80.36701,AS,India,"Madhya Pradesh",,M,Manganese,,,Unknown,,N,Occurrence,,,,,,,,,,,"Pracejus, Bernard.M.",,,,,,,"SHUKLA, K.D. AND ANANDALWAR, M.A., 1973.  THE GEOLOGY AND MANGANESE-ORE DEPOSITS OF THE BALAGHAT-UKWA AREA, BALAGHAT DISTRICT, MADHYA PRADESH.  BULLETIN OF THE GEOLOGICAL SURVEY OF INDIA, SERIES A, 22/7 : 1-65",,,,,,,,,D
10003852,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003852",AD00203,,Kajlidongri,22.94939,74.51716,AS,India,"Madhya Pradesh",,M,Manganese,,,Unknown,,M,"Past Producer","Bixbyite, Braunite, Hollandite, Pyrolusite","Biotite, Chlorite, Garnet, Magnetite, Pyroxene, Quartz, Sericite",,,,,"Supergene Oxidation","Sedimentation And Later Contact/Regional Metamorphism",,,"Pracejus, Bernard.M.","Aravalli System",Schist,,Granite,"2 Parallel Ore Belts, Nw-Se (10km Apart)",,"LAHIRI, D., 1971.  MINERALOGY AND GENESIS OF THE MANGANESE OXIDE AND SILICATE ROCKS IN KAJLIDONGRI AND SURROUNDING AREAS, JHABUA DISTRICT, MADHYA PRADESH, INDIA.  ECONOMIC GEOLOGY, 66 : 1176-1185RAYAK, V.K., 1980.  THE MANGANESE ORES OF RAJLIDONGRI DISTRICT JHABUA, MADHYA PRADESH, INDIA.   IN:  GEOLOGY AND GEOCHEMISTRY OF MANGANESE, I.M. VARENTSOV AND GY. GRASSEUY (EDS), AKADEMIAI KLADD, BUDAPEST,  2 : 265-277F3 <ROY, S., 1980.  MANGANESE ORE DEPOSITS OF INDIA.  IN:  GEOLOGY AND GEOCHEMISTRY OF MANGANESE, I.M. VARENTSOV AND GY. GRASSEUY (EDS), AKADEMIAI KLADD, BUDAPEST, 2 : 237-264",,,,,,,,,C
10003853,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003853",AD00204,,Kanatola,21.87447,80.35034,AS,India,"Madhya Pradesh",,M,Manganese,,,Unknown,,N,Occurrence,,,,,,,,,,,"Pracejus, Bernard.M.",,,,,,,"SHUKLA, K.D. AND ANANDALWAR, M.A., 1973.  THE GEOLOGY AND MANGANESE-ORE DEPOSITS OF THE BALAGHAT-UKWA AREA, BALAGHAT DISTRICT, MADHYA PRADESH.  BULLETIN OF THE GEOLOGICAL SURVEY OF INDIA, SERIES A, 22/7 : 1-65",,,,,,,,,D
10003854,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003854",AD00205,,Katangi,21.76615,79.80035,AS,India,"Madhya Pradesh",,M,Manganese,,,Unknown,,N,Occurrence,,,,,,,,,,,"Pracejus, Bernard.M.",,,,,,,"SHUKLA, K.D. AND ANANDALWAR, M.A., 1973.  THE GEOLOGY AND MANGANESE-ORE DEPOSITS OF THE BALAGHAT-UKWA AREA, BALAGHAT DISTRICT, MADHYA PRADESH.  BULLETIN OF THE GEOLOGICAL SURVEY OF INDIA, SERIES A, 22/7 : 1-65",,,,,,,,,D
10003855,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003855",AD00207,,Kera,21.74948,80.11701,AS,India,"Madhya Pradesh",,M,Manganese,,,Unknown,,N,Occurrence,,,,,,,,,,,"Pracejus, Bernard.M.",,,,,,,"SHUKLA, K.D. AND ANANDALWAR, M.A., 1973.  THE GEOLOGY AND MANGANESE-ORE DEPOSITS OF THE BALAGHAT-UKWA AREA, BALAGHAT DISTRICT, MADHYA PRADESH.  BULLETIN OF THE GEOLOGICAL SURVEY OF INDIA, SERIES A, 22/7 : 1-65",,,,,,,,,D
10003856,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003856",AD00210,,Kokma,21.98279,80.26701,AS,India,"Madhya Pradesh",,M,Manganese,,,Unknown,,N,Occurrence,,,,,,,,,,,"Pracejus, Bernard.M.",,,,,,,"SHUKLA, K.D. AND ANANDALWAR, M.A., 1973.  THE GEOLOGY AND MANGANESE-ORE DEPOSITS OF THE BALAGHAT-UKWA AREA, BALAGHAT DISTRICT, MADHYA PRADESH.  BULLETIN OF THE GEOLOGICAL SURVEY OF INDIA, SERIES A, 22/7 : 1-65",,,,,,,,,D
10003857,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003857",AD00211,,Kosmi,21.79947,80.20867,AS,India,"Madhya Pradesh",,M,Manganese,,,Unknown,,N,Occurrence,,,,,,,,,,,"Pracejus, Bernard.M.",,,,,,,"SHUKLA, K.D. AND ANANDALWAR, M.A., 1973.  THE GEOLOGY AND MANGANESE ORE DEPOSITS OF THE BALAGHAT-UKWA AREA, BALAGHAT DISTRICT, MADHYA PRADESH.  BULLETIN OF THE GEOLOGICAL SURVEY OF INDIA, SERIES A, 22/7 : 1-65",,,,,,,,,D
10003858,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003858",AD00213,,Kurthitola,21.94946,80.25034,AS,India,"Madhya Pradesh",,M,Manganese,,,Unknown,,N,Occurrence,,,,,,,,,,,"Pracejus, Bernard.M.",,,,,,,"SHUKLA, K.D. AND ANANDALWAR, M.A., 1973.  THE GEOLOGY AND MANGANESE ORE DEPOSITS OF THE BALAGHAT-UKWA AREA, BALAGHAT DISTRICT, MADHYA PRADESH.  BULLETIN OF THE GEOLOGICAL SURVEY OF INDIA, SERIES A, 22/7 : 1-65",,,,,,,,,D
10003859,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003859",AD00214,,Laugur,21.93279,80.35034,AS,India,"Madhya Pradesh",,M,Manganese,,,Unknown,,M,"Past Producer",Braunite,"Garnet, Quartz, Sericite",,STRATIFORM,,,,Metamorphism,,,"Pracejus, Bernard.M.",,"Quartzite,Phyllite,Schist",,,,,"SHUKLA, K.D. AND ANANDALWAR, M.A., 1973.  THE GEOLOGY AND MANGANESE ORE DEPOSITS OF THE BALAGHAT-UKWA AREA, BALAGHAT DISTRICT, MADHYA PRADESH.  BULLETIN OF THE GEOLOGICAL SURVEY OF INDIA, SERIES A, 22/7 : 1-65",,,,,,1900,,"M/S Indian Manganese Co.",C
10003860,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003860",AD00217,,Netravli,15.08899,74.20881,AS,India,,,M,Manganese,,,Unknown,,S,Producer,"Braunite, Jacobsite, Manganite, Pyrolusite","Chlorite, Goethite, Quartz, Sericite",,"BOULDERS AT SURFACE,  CONCRETIONS, LENSES, POCKETS",,,Oxidation,"Supergene Alteration (Lateritization)",,"Crest Of Anticlines","Pracejus, Bernard.M.","Dharwar Supergroup",Phyllite,,"Diorite,Gabbro,Mafic Metamorphic Rock,Gneiss","Indian Peninsular Shield",,"DESSAI, A.G., 1985. AN APPRAISAL OF THE MANGANESE ORE DEPOSITS OF GOA, INDIA.PROC.INDIAN NATN.SCI.ACAD.,51/A/6:1021-1032DESSAI, A.G. AND DESHPANDE, G.G, 1980.  MINERALOGY AND PARAGENESIS OF THE MANGANESE ORE DEPOSITS OF SANGUEM DISTRICT, GOA, INDIA. RECENT RES.GEOL., 6 : 471-483",,,,,,,,,C
10003861,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003861",AD00218,,Nishkal,19.21637,83.21693,AS,India,Orissa,,M,Manganese,,,Unknown,,N,Occurrence,Pyrolusite,"Garnet, Goethite, Quartz, Sillimanite",,BANDS,,,Oxidation,"Supergene Alteration",,,"Pracejus, Bernard.M.","Khondalite Series","Quartzite,Schist",,,,,"AJMAL, M., 1982. MANGANESE ORES OF MISHKHAL AREA, DISTRICT KALAHANDI, ORISSA. QUART. JOUR. GEOL.MIN, MET.SOC.INDIA, 51/1&2 : 18-23",,,,,,,,,C
10003862,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003862",AD00219,,Peli,21.86614,80.26701,AS,India,"Madhya Pradesh",,M,Manganese,,,Unknown,,N,Occurrence,,,,,,,,,,,"Pracejus, Bernard.M.",,,,,,,"SHLIKLA, K.D., AND ANANDALWAR, M.A:, 1973 THE GEOLOGY AND MANGANESE-ORE DEPOSITS OF THE BALAGHAT - UKWA AREA, BALAGHAT DISTRICT, MADHYA PRADESH. BULLETIN OF THE GEOLOGICAL SURVEY OF INDIA, SERIES A,22/7:  1-65",,,,,,,,,D
10003863,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003863",AD00221,,Piparia,21.74948,80.16701,AS,India,"Madhya Pradesh",,M,Manganese,,,Unknown,,N,Occurrence,,,,,,,,,,,"Pracejus, Bernard.M.",,,,,,,"SHLIKLA, K.D., AND ANANDALWAR, M.A:, 1973.   THE GEOLOGY AND MANGANESE - ORE DEPOSITS OF THE BALAGHAT - UKWA AREA, BALAGHAT DISTRICT, MADHYA PRADESH. BULLETIN OF THE GEOLOGICAL SURVEY OF INDIA, SERIES 1, 22/7: 1-65",,,,,,,,,D
10003864,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003864",AD00223,,Polwatur,21.99947,80.29201,AS,India,"Madhya Pradesh",,M,Manganese,,,Unknown,,N,Occurrence,,,,,,,,,,,"Pracejus, Bernard.M.",,,,,,,"SHUKLA, K.D., AND ANANDALWAR, M.A:, 1973.   THE GEOLOGY AND MANGANESE - ORE DEPOSITS OF THE BALAGHAT - UKWA AREA, BALAGHAT DISTRICT, MADHYA PRADESH.  BULLETIN OF THE GEOLOGICAL SURVEY OF INDIA, SERIES A, 22/7  :  1-65",,,,,,,,,D
10003865,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003865",AD00224,,Rajpur,21.98279,80.36701,AS,India,"Madhya Pradesh",,M,Manganese,,,Unknown,,N,Occurrence,,,,,,,,,,,"Pracejus, Bernard.M.",,,,,,,"SHUKLA, K.D. AND ANANDALWAR, M.A:, 1973.   THE GEOLOGY AND MANGANESE - ORE DEPOSITS OF THE BALAGHAT - UKWA AREA, BALAGHAT DISTRICT, MADHYA PRADESH BULLETIN OF THE GEOLOGICAL SURVEY OF INDIA, SERIES A, 22/7:1-65",,,,,,,,,D
10003866,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003866",AD00227,,Salgini,15.00844,74.25048,AS,India,Goa,,M,Manganese,,,Unknown,,S,Producer,"Braunite, Jacobsite, Manganite, Pyrolusite","Chlorite, Goethite, Quartz, Sericite",,"BOULDERS AT SURFACE, CONCRETIONS, LENSES, POCKETS",,,Oxidation,"Supergene Alteration (Lateritization)",,"Crest Of Anticlines","Pracejus, Bernard.M.","Dharwar Supergroup",Phyllite,,"Diorite,Gabbro,Mafic Metamorphic Rock,Gneiss","Large Area Of Shear Zones (About 50km Long, About 20km Wide)","Indian Peninsular Shield","DESSAI, A,G., 1985 AN APPRAISAL OF THE MANGANESE ORE DEPOSITS OF GOA, INDIA PROC. INDIAN NATN. SCI. ACAD., 51/A/6 : 1021 - 1032DESSAI, A.G., AND DESHPANDE, G.G., 1980 MINERALOGY AND PARAGENESIS OF THE MANGANESE ORE DEPOSITS OF SANGUEM DISTRICT, GOA, INDIA. RECENT RES. GEOL., 6 : 471-483",,,,,,,,,C
10003867,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003867",AD00229,,Samnapur,21.96613,80.48366,AS,India,"Madhya Pradesh",,M,Manganese,,,Unknown,,N,Occurrence,,,,,,,,,,,"Pracejus, Bernard.M.",,,,,,,"SHUKLA, K.D., AND ANANDALWAR, M.A:, 1973.   THE GEOLOGY AND MANGANESE - ORE DEPOSITS OF THE BALAGHAT - UKWA AREA, BALAGHAT DISTRICT, MADHYA PRADESH. BULLETIN OF THE GEOLOGICAL SURVEY OF INDIA, SERIES A, 22/7: 1-65",,,,,,,,,D
10003868,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003868",AD00231,,Sandur,14.68706,76.1853,AS,India,Karnataka,,M,Manganese,,,Unknown,,N,Occurrence,"Braunite, Manganite, Pyrolusite","Goethite, Quartz",,"STRATIFORM (75%), PODFORM (6%), TABULAR (19%)",,,Lateritzation,"Metamorpism, Oxidation",,,"Pracejus, Bernard.M.",,Phyllite,,,,"Sandur Schist Belt","MISHRA, R.N., 1982 A GENETIC MODEL FOR THE SANDUR MANGANESE ORES. RECORDS OF THE GEOLOGICAL SURVEY OF INDIA, VOL 114/5: 10-18ROY S., 1980 MANGANESE ORE DEPOSITS OF INDIA, IN GEOLOGY AND GEOCHEMISTRY OF MANGANESE, I.M. VARENTSOV AND G.Y. GRASSELLY (E.D.S), AKADEMIAI KIADO, BUDAPEST, VOL 11: 237-264",,,,,,,,,C
10003869,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003869",AD00232,,Sanguem,15.22509,74.16715,AS,India,Goa,,M,Manganese,,,Unknown,,S,"Past Producer","Braunite, Jacobsite, Manganite, Pyrolusite","Chlorite, Goethite, Quartz, Sericite",,"BOULDERS AT SURFACE",,,Oxidation,"Supergene Alteration  (Lateritization), Metamorphism",,"Crest Of Anticlines","Pracejus, Bernard.M.","Dharwar Supergroup",Phyllite,,"Diorite,Gabbro,Mafic Metamorphic Rock,Gneiss","Extensive Area Of Shear Zones (About 50km Long, About 20 Km Wide)","Indian Peninsular Shield","DESSAI, A.G., 1985.   AN APPRAISAL OF THE MANGANESE ORE DEPOSITS OF GOA, INDIA. PROC. INDIAN NATN. SCI. ACAD., 51/A/6 : 1021 - 1032DESSAI, A.G. AND DESHPANDE, G.G, 1980.   MINERALOGY AND PARAGENESIS OF THE MANGANESE ORE DEPOSITS OF SANGUEM DISTRICT, GOA, INDIA RECENT RES, GEOL, 6 : 471-483",,,,,,,,,C
10003870,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10003870",AD00233,,Singhbhum,23.79167,87.99351,AS,India,"West Bengal",,M,Manganese,,,Unknown,,N,Occurrence,"Manganite, Pyrolusite, Rhodochrosite","Dolomite, Hematite, Jasper",,STRATIFORM,,,"Supergene Oxdation",Metamorphism,,,"Pracejus, Bernard.M.","Noamudi Group","Metasedimentary Rock,Shale,Chert",,Granite,"Synform And Antiform Folding",,"BANERJI, A.K., 1977.   ON THE PRECAMBRIAN BANDED IRON - FORMATIONS AND THE MANGANESE ORES OF THE SINGHBHUM REGION, EASTERN INDIA, ECONOMIC GEOLOGY, 72: 90-98",,,,,,,,,C
